,FREQUENC,GEO,TIME,ISCED11,AGE,SEX,UNIT,ACL00,Value
1656,From 1 to 3 times,France,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,22.4
1657,From 1 to 3 times,France,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,22.8
1658,From 1 to 3 times,France,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,17.0
1659,From 1 to 3 times,France,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,22.2
1660,From 1 to 3 times,France,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,18.8
1661,From 1 to 3 times,France,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,20.6
1662,From 1 to 3 times,France,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,14.7
1663,From 1 to 3 times,France,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,12.0
1664,From 1 to 3 times,France,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,5.1
1665,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,22.5
1666,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,21.5
1667,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,11.5
1668,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,11.8
1669,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,12.4
1670,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,14.5
1671,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,11.7
1672,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,9.0
1673,From 1 to 3 times,France,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,4.5
1674,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,19.4
1675,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,20.8
1676,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,17.4
1677,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,22.1
1678,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,18.5
1679,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,19.8
1680,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,15.2
1681,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,14.8
1682,From 1 to 3 times,France,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,6.7
1683,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,29.6
1684,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,27.1
1685,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,21.6
1686,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,24.2
1687,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,22.4
1688,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,23.5
1689,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,17.7
1690,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,12.2
1691,From 1 to 3 times,France,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,3.7
1692,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,28.1
1693,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,27.2
1694,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,14.2
1695,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,23.2
1696,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,15.2
1697,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,17.4
1698,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,8.4
1699,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,5.1
1700,From 1 to 3 times,Croatia,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,1.6
1701,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,25.4
1702,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,23.7
1703,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,6.2
1704,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,11.1
1705,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,5.7
1706,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,7.9
1707,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,3.6
1708,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,1.8
1709,From 1 to 3 times,Croatia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,0.6
1710,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,29.8
1711,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,27.8
1712,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,16.1
1713,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,22.0
1714,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,15.5
1715,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,17.8
1716,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,8.8
1717,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,5.4
1718,From 1 to 3 times,Croatia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,2.8
1719,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,24.3
1720,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,29.3
1721,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,22.3
1722,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,28.6
1723,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,24.1
1724,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,25.8
1725,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,16.3
1726,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,16.5
1727,From 1 to 3 times,Croatia,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,5.4
1728,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,19.7
1729,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,18.7
1730,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,10.9
1731,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,17.2
1732,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,12.4
1733,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,13.3
1734,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,8.8
1735,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,5.2
1736,From 1 to 3 times,Italy,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,1.9
1737,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,17.3
1738,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,16.2
1739,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,6.9
1740,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,12.0
1741,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,8.6
1742,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,9.8
1743,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,6.6
1744,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,4.4
1745,From 1 to 3 times,Italy,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,1.7
1746,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,20.7
1747,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,19.3
1748,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,14.1
1749,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,17.1
1750,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,14.0
1751,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,15.0
1752,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,10.4
1753,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,6.7
1754,From 1 to 3 times,Italy,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,2.8
1755,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,23.7
1756,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,21.4
1757,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,15.8
1758,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,21.9
1759,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,16.5
1760,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,15.6
1761,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,12.1
1762,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,8.2
1763,From 1 to 3 times,Italy,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,4.4
1764,From 1 to 3 times,Cyprus,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,21.8
